ensembl_id	ensembl_id_clean	gene_symbol	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	log10padj	regulation	label
ENSG00000000460.16	ENSG00000000460	C1orf112	C1orf112	5.91546514566603	-1.05245584656731	1.93353504235755	-0.544316923930196	0.586223402827304	0.819156989488099	0.0866328587588181	NS	
ENSG00000000938.12	ENSG00000000938	FGR	FGR	8.88809841705474	0.20182749604675	1.94811257279001	0.103601557151136	0.917485551887458	0.973234689176124	0.0117824198303257	NS	
ENSG00000000971.15	ENSG00000000971	CFH	CFH	9.84371044436087	0.112916834523891	1.36160919994437	0.0829289597400666	0.933908026803214	0.978659007790436	0.00936860220250254	NS	
ENSG00000001084.10	ENSG00000001084	GCLC	GCLC	10.9244853185857	-1.33355881200204	1.43575915550677	-0.928817905765918	0.352983463298074	0.640253960230625	0.193647726563573	NS	
ENSG00000001167.14	ENSG00000001167	NFYA	NFYA	17.8548648814869	0.822214032232379	1.41321096177265	0.581805586337258	0.560697640803791	0.801362381605418	0.0961710485325232	NS	
ENSG00000001460.17	ENSG00000001460	STPG1	STPG1	8.9638277165224	-0.43388983627118	1.55930925202613	-0.278257719376316	0.780814529931619	0.920833431272236	0.0358189218353756	NS	
ENSG00000001461.16	ENSG00000001461	NIPAL3	NIPAL3	9.54631992756938	-0.512631264238037	1.3667527884052	-0.375072411475527	0.707606614233707	0.885789331089112	0.0526695548900839	NS	
ENSG00000001617.11	ENSG00000001617	SEMA3F	SEMA3F	7.45721867877851	0.207866594520992	1.44652127175029	0.14370102851614	0.885736558991311	0.962101439633117	0.0167791354981907	NS	
ENSG00000001626.14	ENSG00000001626	CFTR	CFTR	7.44808263028637	-0.755390177314271	1.61832849514582	-0.466771844888145	0.64066312160019	0.84883870098183	0.0711748279289432	NS	
ENSG00000001629.9	ENSG00000001629	ANKIB1	ANKIB1	13.700557416786	-1.59158275678369	1.01339543129023	-1.57054463405004	0.11628845902075	0.361834484483329	0.441490045250838	NS	
ENSG00000001631.15	ENSG00000001631	KRIT1	KRIT1	9.30816735460732	-3.81828110888254	0.852669216595262	-4.47803325670542	7.53338675823691e-06	0.00114324851167426	2.9418593553285	Up in PT	
ENSG00000002016.17	ENSG00000002016	RAD52	RAD52	5.71193269326003	-0.428504558864993	1.52848999061703	-0.280345021227134	0.779212813051955	0.919971290151608	0.0362257256145377	NS	
ENSG00000002079.12	ENSG00000002079	MYH16	MYH16	4.99028403469977	-1.70409703407253	1.34973782290497	-1.26253929107869	0.206754797313492	0.487719276941106	0.311830078725226	NS	
ENSG00000002549.12	ENSG00000002549	LAP3	LAP3	6.50711478209782	-3.13501034385933	0.98447076056695	-3.18446262645108	0.00145023036290275	0.032647415770491	1.48615118991826	Up in PT	
ENSG00000002587.9	ENSG00000002587	HS3ST1	HS3ST1	17.9008678107945	0.742889654093385	2.12322817431516	0.349886867120629	0.72642360337136	0.89362533487028	0.0488445271816231	NS	
ENSG00000002746.14	ENSG00000002746	HECW1	HECW1	69.5960764329663	3.13256994496117	1.83430624340186	1.70776824002495	0.0876793543761709	0.313194156002756	0.504186350188277	NS	
ENSG00000002822.15	ENSG00000002822	MAD1L1	MAD1L1	9.3044827293129	-0.19757069762019	1.79066866318401	-0.110333475802769	0.912144909471695	0.97170846060139	0.0124640158803274	NS	
ENSG00000002834.17	ENSG00000002834	LASP1	LASP1	39.2998017088615	0.0306278367187783	1.33460381071162	0.0229490103901676	0.981690946036895	0.994298363384118	0.00248327543374302	NS	
ENSG00000002933.7	ENSG00000002933	TMEM176A	TMEM176A	8.92482640891884	-1.49425292955649	1.32807673965678	-1.12512544263267	0.260535881295903	0.545575038745786	0.263145507821797	NS	
ENSG00000003056.7	ENSG00000003056	M6PR	M6PR	8.04089981423531	-1.74953125661988	1.20770326323647	-1.4486433132021	0.147437218686506	0.408388048220145	0.388926976350046	NS	
ENSG00000003137.8	ENSG00000003137	CYP26B1	CYP26B1	4.73670173420719	0.0421208208855754	1.94628412631907	0.0216416608017231	0.982733800790468	0.994365837021037	0.00245380496990769	NS	
ENSG00000003147.17	ENSG00000003147	ICA1	ICA1	8.11225367252074	-3.24204142515902	1.30591048046064	-2.48259086182954	0.0130430799127266	0.113009938067361	0.94688336308265	NS	
ENSG00000003249.13	ENSG00000003249	DBNDD1	DBNDD1	5.08179832235477	-2.49748492977802	1.50022290660249	-1.66474256511254	0.0959641270018061	0.32891868734251	0.482911451603446	NS	
